local_id,lat,lon
121153,-5.5709543,-42.367748
141509,-5.3520336,-42.372421
241420,-5.463336,-42.366833
245392,-5.451014,-42.363861
57064,-5.4591308,-42.358784
136593,-5.39153,-42.452477
95138,-5.3527951,-42.569714
24824,-5.4537301,-42.359741
189645,-5.4591308,-42.358784
253589,-5.4899983,-42.358349
73624,-5.45432,-42.363499
68151,-5.45432,-42.363499
237368,-5.4471765,-42.378632
79178,-5.4591308,-42.358784
268716,-5.3541007,-42.503155
10607,-5.45432,-42.363499
100382,-5.4599619,-42.359772
20470,-5.4591308,-42.359425
257413,-5.5562248,-42.426525
249452,-5.4591308,-42.359425
34995,-5.45432,-42.363499
126371,-5.3695483,-42.554077
492897,-4.4903698,-42.499424
311807,-4.5184646,-42.627018
453539,-4.5470767,-42.580284
427347,-4.4447999,-42.483517
399684,-4.567965,-42.625801
272527,-4.5184646,-42.627018
451500,-4.4095349,-42.508305
422626,-4.5421667,-42.678131
245393,-4.5184646,-42.627018
402265,-4.4279833,-42.553829
479392,-4.4625158,-42.636238
449451,-4.4896126,-42.623127
257414,-4.5184646,-42.627018
375414,-5.7704134,-42.304607
434239,-5.8561449,-42.439751
378161,-5.6434908,-42.44725
349583,-5.8590369,-42.440971
352540,-5.8590369,-42.439751
340848,-8.5805397,-41.418697
304783,-8.5805397,-41.418697
257415,-8.5796328,-41.418449
233168,-8.4473333,-41.334286
412570,-8.6512604,-41.459179
427349,-8.3985653,-41.417671
268717,-8.5805397,-41.418697
436499,-8.5988703,-41.276367
476080,-8.5805397,-41.418697
355348,-8.5214005,-41.198093
233170,-4.8336105,-42.174431
570882,-4.8359504,-42.165653
402266,-4.7465148,-42.183838
574214,-5.0708466,-41.988804
24828,-4.8236718,-42.171551
264974,-4.8353114,-42.184006
100384,-4.8298392,-42.174149
343785,-4.7109346,-42.238018
261226,-4.841383,-42.18137
551918,-5.10425,-41.979553
410051,-4.8006768,-42.187981
249455,-4.8265734,-42.181599
581154,-4.7714667,-42.053288
202856,-4.8194928,-42.179199
51524,-4.8273125,-42.167213
228838,-4.832016,-42.17458
526122,-5.0778632,-42.046902
582584,-4.715651,-42.092018
233169,-4.8273125,-42.167213
280019,-4.8327165,-42.176624
10614,-4.8243928,-42.167213
89847,-4.8287439,-42.166862
62503,-4.8298392,-42.174149
73628,-4.8287439,-42.166862
301288,-4.8359504,-42.165653
337851,-4.8359504,-42.165653
325248,-4.5707541,-42.26054
397095,-4.8167138,-42.18388
550880,-4.7647848,-42.012817
241422,-4.832016,-42.17458
170887,-4.8200703,-42.161224
121155,-4.8236718,-42.171551
394426,-4.8199763,-42.180637
84544,-4.8295226,-42.171455
156161,-4.8232131,-42.167229
249454,-4.8273125,-42.167213
228837,-4.8283148,-42.161179
40433,-4.8273125,-42.167213
561379,-4.8289065,-42.002533
34998,-4.8269048,-42.164768
492899,-4.7031364,-42.018066
562359,-4.7231698,-41.974377
73629,-4.8249121,-42.164322
100385,-4.8273249,-42.169971
29692,-4.8295226,-42.171455
10613,-4.8273249,-42.169971
136595,-4.8273125,-42.167213
115921,-4.8241019,-42.168522
502158,-4.8033328,-42.119999
165959,-4.8243928,-42.167213
486157,-4.6792898,-42.049038
524870,-5.0591035,-42.138172
297753,-4.8359504,-42.165653
198526,-4.8284931,-42.174046
131425,-4.8273125,-42.167213
545345,-5.0242682,-42.157028
161086,-4.8232131,-42.167229
571693,-4.8359504,-42.165653
515329,-4.8816533,-42.114433
553022,-5.0649633,-41.996147
417638,-4.5611048,-42.298843
180424,-4.8269048,-42.164768
482862,-4.8817701,-42.240334
328453,-4.8484693,-42.161568
161085,-4.8278046,-42.160686
180425,-5.802413,-41.955471
207375,-5.7994847,-41.956055
516787,-6.9493008,-41.485081
532336,-6.9998865,-41.475063
538624,-6.9540648,-41.458069
318530,-6.9246292,-41.474136
340849,-6.945395,-41.517681
321900,-6.9359832,-41.483513
509466,-6.924407,-41.442039
331656,-6.9467249,-41.51963
468705,-9.105154,-42.932232
241423,-9.0632963,-42.99934
257416,-9.0533285,-42.942162
253591,-9.0887032,-42.97094
233171,-9.0632963,-42.99934
228839,-9.0611315,-43.023743
445329,-9.0621204,-42.886921
466821,-9.073988,-42.981792
461142,-9.0631933,-42.979988
386367,-3.706388,-41.913052
366827,-3.7617416,-41.959629
261227,-3.7863257,-41.914883
220633,-3.8135283,-41.835125
325249,-3.7219033,-41.867077
427351,-3.7260118,-41.970428
311809,-3.8420317,-41.887562
224680,-3.8109,-41.830791
211776,-3.8105259,-41.833389
318531,-3.7177916,-41.94577
202858,-7.977706,-41.52774
161088,-7.8772159,-41.595608
194181,-7.9915204,-41.547905
184994,-8.0710583,-41.624962
24833,-7.8778663,-41.594795
40436,-7.8772159,-41.595608
175655,-7.772944,-41.577736
79180,-7.958591,-41.547234
95140,-7.9757409,-41.523441
20474,-7.8802361,-41.593216
170889,-7.8770823,-41.595131
84547,-7.986845,-41.497028
10620,-7.8770823,-41.595131
136598,-7.8180332,-41.510979
141514,-7.8933334,-41.560581
591565,-9.1850605,-42.334766
588940,-9.1824684,-42.62545
519633,-9.2531137,-42.601807
500730,-9.1374969,-42.373554
391789,-9.1662464,-42.545227
383557,-9.1717157,-42.542648
343786,-9.0625229,-42.367443
297755,-10.44437,-44.837025
24834,-10.441112,-45.163349
68155,-10.44198,-45.158489
121158,-10.437026,-45.166107
343787,-10.4255,-45.240845
334558,-10.38742,-45.255547
57069,-10.443848,-45.158573
170890,-10.342816,-45.003342
318532,-10.498217,-45.080311
311810,-10.42895,-45.163502
95141,-10.436199,-45.166107
136599,-10.441112,-45.16193
331658,-10.538037,-44.978054
84548,-10.436919,-45.161442
308386,-10.441112,-45.160511
301289,-10.43287,-45.178165
10621,-10.436199,-45.166107
290592,-10.517537,-45.300484
180429,-10.214113,-45.18483
294205,-10.520594,-45.131954
321901,-10.581259,-45.081062
304785,-10.450467,-45.151535
346636,-10.441112,-45.163349
340852,-10.502954,-45.228218
245394,-10.439441,-45.155682
110643,-10.441112,-45.16193
40437,-10.43287,-45.178165
436500,-10.764408,-69.370461
440927,-10.94827,-68.704704
68156,-11.015769,-68.744476
389187,-10.998886,-68.749344
337852,-10.999973,-68.750473
449452,-10.476995,-69.275314
407614,-10.829478,-68.888008
268719,-10.937636,-68.971931
415091,-10.764408,-69.370461
280022,-10.854844,-69.159607
136600,-11.015715,-68.748322
378162,-10.998811,-68.749519
438808,-10.761652,-69.16597
272529,-10.931287,-68.948959
264976,-10.829478,-68.888008
404953,-10.829478,-68.888008
121159,-11.015715,-68.748322
297756,-11.007299,-68.74321
110644,-11.015715,-68.748322
29696,-11.015715,-68.748322
40438,-11.012614,-68.741035
141515,-10.931287,-68.948959
276238,-10.854844,-69.159607
95142,-11.015715,-68.748322
20475,-11.005563,-68.755035
105518,-11.015694,-68.744225
412574,-10.829478,-68.888008
301290,-11.011024,-68.759666
24835,-11.015715,-68.748322
10622,-11.015715,-68.748322
233173,-11.015715,-68.748322
35001,-11.007299,-68.74321
207376,-11.015715,-68.748322
189648,-11.015715,-68.748322
410054,-10.727213,-69.110771
283665,-9.3201847,-42.877178
294206,-9.2398882,-42.964535
290593,-9.3674583,-42.911366
472495,-9.3424101,-42.988426
264977,-9.2413588,-42.960617
476082,-9.2892361,-42.785103
383558,-9.1740599,-42.955833
463081,-9.3516502,-42.865185
272530,-9.2398882,-42.964535
136601,-10.651062,-45.186279
141516,-10.651062,-45.182995
40439,-10.654279,-45.187134
100386,-10.650417,-45.191139
121160,-10.73809,-45.1129
110645,-10.684114,-45.048325
68157,-10.650417,-45.191139
10623,-10.651062,-45.182995
89848,-10.650417,-45.191139
115923,-10.78218,-45.170971
105519,-6.510293,-42.04982
136602,-6.5337343,-42.147263
216231,-6.5997701,-42.09869
84549,-6.5171599,-42.105789
73631,-6.5193911,-42.10836
141517,-6.5544415,-42.078018
237370,-8.8672771,-43.845058
10624,-8.8173532,-44.220306
165962,-8.8173532,-44.218323
241424,-8.7205763,-44.139812
35002,-8.8185778,-44.224148
89849,-8.8465052,-43.92247
95143,-8.7497206,-43.94389
100387,-8.6532354,-43.958946
57070,-8.8143864,-44.220306
184995,-8.8173532,-44.220306
261228,-8.8338833,-44.131241
383559,-7.9655824,-41.847355
311811,-8.0063028,-41.823643
249456,-7.969491,-41.87159
407615,-8.0063028,-41.823643
410055,-7.9861784,-41.843452
380809,-7.9677057,-41.965122
257417,-7.9709778,-41.873119
429676,-8.1172018,-42.769276
334559,-8.207221,-42.838337
427352,-8.0758734,-42.696087
156164,-8.2066669,-42.834259
425015,-8.2479448,-42.88229
431940,-8.1486979,-42.868454
165963,-8.206543,-42.83448
79181,-5.3555112,-42.67667
24836,-5.361968,-42.67297
35003,-5.3526187,-42.681389
89850,-5.3526187,-42.681389
46009,-5.3555112,-42.67667
10625,-5.362855,-42.681896
100388,-5.3593631,-42.677921
249457,-5.3567448,-42.677715
68158,-5.362855,-42.681896
198529,-5.2661233,-42.619667
161089,-5.3529711,-42.688694
62506,-5.3636398,-42.680038
402267,-6.4030976,-42.1054
412575,-6.3155699,-42.055607
57071,-6.2076917,-42.133121
407616,-6.1683168,-42.230579
389188,-6.3831682,-42.057941
397097,-6.3275752,-42.281944
391790,-5.9806433,-42.277855
386368,-6.0130291,-42.247162
410056,-5.9937735,-42.287731
131429,-6.2060471,-42.135712
40440,-6.1998711,-42.13583
115925,-6.2060471,-42.135712
394428,-6.201932,-42.13834
404954,-6.2567549,-42.219505
84550,-6.1998711,-42.13583
383560,-6.0274315,-42.178848
20476,-6.201932,-42.13834
378163,-6.2096229,-42.140442
24837,-6.2036018,-42.144161
62507,-6.201932,-42.13834
375415,-6.1937842,-42.14006
10626,-6.2004409,-42.132347
415092,-6.201932,-42.13834
46010,-6.201932,-42.13834
29697,-6.2027359,-42.142078
457414,-8.6692991,-41.76944
261230,-8.525816,-42.09071
224681,-8.4955549,-41.816109
549908,-8.5845003,-42.020649
546558,-8.4394245,-41.90147
184996,-8.5310621,-41.9394
422627,-8.5310621,-41.9394
455552,-8.4965219,-41.816319
233174,-8.4965219,-41.816319
547723,-8.5709934,-41.871433
554038,-8.4905949,-41.990433
550882,-8.5989666,-41.981758
548869,-8.682045,-41.863049
156167,-3.8103733,-42.628502
110648,-3.8091567,-42.63245
290596,-3.9355967,-42.485916
141519,-3.8103733,-42.628502
89851,-3.8300383,-42.600376
264980,-3.8097234,-42.627316
100391,-3.8097234,-42.627316
156168,-7.6967573,-42.870712
131431,-7.7945681,-42.925125
349587,-7.6810493,-42.875202
352545,-7.6962762,-42.871208
343788,-7.7912354,-42.92448
121161,-7.7957125,-42.923088
161091,-7.6962762,-42.871208
141520,-7.7544026,-42.992764
372564,-8.5511112,-44.841671
352546,-8.9044466,-44.934689
378165,-8.862009,-44.383327
375417,-8.9005795,-44.509926
383561,-8.8909349,-44.534409
318535,-8.9372339,-44.54435
161092,-8.937562,-44.545204
321904,-8.9135704,-44.467281
121162,-8.819747,-44.380852
115927,-8.7652426,-44.416649
151343,-8.8308315,-44.849449
136607,-9.0135822,-44.403027
146492,-8.671978,-44.880493
321905,-6.9137559,-42.80246
287106,-6.7802091,-43.007721
29699,-6.7694092,-43.02058
297758,-7.2863359,-42.97279
170892,-6.7648234,-43.036888
207377,-6.7655063,-43.01162
95145,-6.7777472,-43.020267
151344,-6.7481298,-42.951721
276240,-6.7647452,-43.018402
46015,-6.7720289,-43.021774
84552,-6.7649431,-43.020573
141521,-6.7782588,-43.013805
404955,-6.7873983,-43.262241
184997,-6.7661877,-43.007458
170891,-6.771729,-43.010128
241426,-6.773921,-43.036362
68161,-6.7711802,-43.032951
35005,-6.7649431,-43.020573
202861,-6.7715535,-43.023071
343789,-7.3345275,-42.910606
73632,-6.7715535,-43.023071
294209,-6.9696207,-43.089279
389189,-6.7818441,-43.034168
211779,-6.7642331,-43.01482
156169,-6.7820678,-43.009449
131433,-6.7720289,-43.021774
315257,-6.8863201,-42.907497
264981,-6.7678423,-43.029705
318536,-6.8416548,-42.978638
301293,-7.1481538,-43.084415
363917,-6.7814589,-43.033821
325251,-6.7720289,-43.021774
290597,-6.7599106,-42.997276
386369,-6.7749329,-43.036869
62508,-6.7736306,-43.018326
304788,-7.3177018,-42.907005
394429,-6.7880449,-43.258781
194182,-6.7692642,-43.023991
110649,-6.7621751,-43.003181
79183,-6.7694092,-43.02058
131432,-6.7694092,-43.02058
10630,-6.7731133,-43.018082
402269,-6.7910566,-43.030949
95146,-6.7893457,-43.036579
161093,-6.7667475,-43.011627
57073,-6.7865639,-43.02005
276241,-6.7717423,-43.028111
51529,-6.7645721,-43.024773
399686,-6.7858829,-43.041962
224682,-6.7727437,-43.027775
272534,-6.7681899,-43.031124
361158,-6.7857618,-43.03492
355351,-6.9696207,-43.089279
198532,-6.7894912,-43.025021
46014,-6.7819705,-43.017342
10631,-6.7727437,-43.027775
121163,-6.7628961,-43.010109
184998,-6.7654948,-43.024773
383562,-6.7823877,-43.02697
337853,-7.1062117,-42.956047
245396,-6.7715092,-43.023037
391791,-6.776082,-43.046089
563398,-7.7353635,-72.652512
623080,-7.8301044,-73.055695
363918,-7.7374892,-72.649406
590868,-7.7739334,-72.64753
612858,-7.8301044,-73.055695
624558,-7.7586269,-72.8536
366831,-7.7330647,-72.648109
592241,-7.9084363,-72.852386
623975,-7.69736,-72.840591
626078,-7.8065448,-72.63768
590222,-7.8215179,-72.665062
591566,-7.7591667,-72.854324
613683,-7.945775,-72.943199
620778,-7.8583136,-72.932732
538626,-7.7461967,-72.925041
620098,-7.9092035,-72.852982
574215,-7.9084363,-72.852386
628482,-7.8532152,-72.734261
361160,-7.7394195,-72.654655
616616,-7.7460217,-72.898079
576510,-7.72999,-72.649231
10633,-6.9960179,-41.136429
57074,-6.9962678,-41.134762
249460,-7.0009131,-41.167221
29701,-6.9958668,-41.13657
245397,-6.8973241,-41.110729
207378,-6.9960179,-41.136429
253594,-6.995235,-41.137772
40443,-6.995235,-41.137772
73633,-6.9955921,-41.134747
79184,-7.119101,-41.148872
228841,-6.9955921,-41.134747
10634,-7.0960898,-40.6278
95148,-7.0883179,-40.617313
24838,-7.0888572,-40.61829
57075,-7.0894632,-40.611858
79185,-7.0883179,-40.617313
340853,-7.0883179,-40.617313
349589,-7.0237899,-40.720776
311814,-6.9465718,-40.440639
280025,-6.97997,-40.448471
73634,-7.0894632,-40.611858
355353,-7.1078849,-40.514385
276242,-7.0790286,-40.620926
464972,-4.39329,-41.62429
257419,-4.3932042,-41.604237
526125,-4.3327899,-41.577572
361161,-4.3932042,-41.604237
500731,-4.3327899,-41.577572
276243,-4.3394094,-41.550003
457415,-4.3601899,-41.616261
468707,-4.3488951,-41.650036
463082,-4.4022431,-41.565617
506387,-4.3394094,-41.550003
399688,-4.3905149,-41.648529
470612,-4.3503232,-41.523201
459240,-4.3740382,-41.568958
328456,-9.8051996,-45.521015
110650,-9.648984,-45.614822
268720,-9.919487,-45.264217
304790,-9.2648649,-45.334679
115929,-9.9335804,-45.104355
325253,-9.8897848,-45.254147
318538,-9.8348789,-45.340248
95149,-9.8100796,-45.417122
105522,-9.8307333,-45.474052
79186,-9.8316717,-45.34174
57076,-9.8348789,-45.340248
100392,-9.8369608,-45.225948
68162,-9.8334465,-45.339855
253595,-9.8334465,-45.335621
257420,-9.8469334,-45.142891
290598,-9.8334465,-45.339855
301294,-9.8825541,-45.076077
297760,-9.8369608,-45.225948
294210,-9.8631983,-45.404221
10635,-6.7933502,-43.574665
46017,-6.7849016,-43.567169
79187,-6.7691684,-43.558544
180434,-6.7933502,-43.56818
29702,-6.7933502,-43.574665
68163,-6.7933502,-43.574665
24839,-6.7859788,-43.565449
57077,-6.7933502,-43.574665
20477,-6.7886486,-43.568142
136609,-6.7933502,-43.574665
613253,-7.4752383,-72.944138
391792,-7.6145201,-72.909027
581155,-7.4339199,-73.459976
389190,-7.6116452,-72.902184
412576,-7.5959492,-72.925034
542090,-7.656795,-73.30233
536055,-7.4164233,-73.182983
383563,-7.6185074,-72.898003
626398,-7.5874448,-72.937729
625519,-7.5583749,-72.979523
394430,-7.6116452,-72.902184
617513,-7.3684239,-73.232193
402270,-7.6137099,-72.902107
507885,-7.4298615,-73.476387
420119,-7.6257296,-72.88031
407617,-7.6116452,-72.902184
624280,-7.3684239,-73.232193
386370,-7.6095057,-72.909576
580367,-7.4658566,-73.550278
615034,-7.5252771,-73.005554
380810,-7.6116452,-72.902184
57078,-6.6703939,-41.709316
180435,-6.7226992,-41.51421
115931,-6.6712399,-41.704391
189651,-6.6178398,-41.797176
40444,-6.6673012,-41.7146
10636,-6.6629601,-41.707367
175660,-6.6647,-41.627552
185000,-6.7187629,-41.777828
68164,-6.663136,-41.708038
572516,-7.1295891,-41.713139
515331,-7.1152701,-41.734612
420120,-7.1025882,-41.70277
461144,-7.0193267,-41.732346
571695,-7.0226464,-41.681358
410057,-7.0650806,-41.623032
606442,-7.0424523,-41.751743
425018,-7.0457015,-41.678352
575776,-7.0895915,-41.676815
550883,-7.063611,-41.660561
574980,-7.1467533,-41.634064
451501,-7.1467533,-41.634064
606969,-7.1591768,-41.697205
378166,-7.1983199,-41.691303
115932,-6.8108416,-41.842834
29703,-6.8289533,-41.740856
35007,-6.8251061,-41.741581
156170,-6.8236799,-41.735031
110651,-6.8235207,-41.891293
40445,-6.8265562,-41.739719
121165,-6.7545772,-41.823105
10637,-6.8262959,-41.739864
126382,-6.8845348,-41.817345
131435,-6.8642702,-41.794025
20478,-6.8265562,-41.739719
89852,-6.8189363,-41.740807
79188,-6.8272281,-41.738609
121166,-7.5237565,-41.71064
131436,-7.6783319,-41.549171
84554,-7.7348433,-41.67963
361163,-7.7537718,-41.628548
95150,-7.7368217,-41.675213
355355,-7.6714134,-41.628567
372566,-7.7104716,-41.485561
115933,-7.8155007,-41.685177
417640,-7.7368217,-41.679317
126383,-7.6783319,-41.549171
412577,-7.7354202,-41.67017
358246,-7.6738124,-41.715797
352547,-7.7561073,-41.705418
73635,-7.7363338,-41.678268
198535,-3.8170948,-42.447094
272536,-3.8482611,-42.418182
165968,-3.8170948,-42.447094
283668,-3.809664,-42.44796
253597,-3.8170948,-42.447094
257423,-3.7937484,-42.496777
202864,-3.8094976,-42.445957
261233,-3.78637,-42.465935
189652,-3.7933733,-42.421738
237372,-3.8164606,-42.456455
346639,-7.60109,-43.026634
105524,-7.6087055,-43.026546
20479,-7.6010599,-43.026611
257424,-7.6032648,-43.025406
100393,-7.6032672,-43.025406
29704,-7.6032391,-43.025425
24840,-7.6032648,-43.025406
361164,-7.5993829,-43.026546
95151,-7.603229,-43.025463
10639,-7.6087055,-43.026546
355356,-7.6032658,-43.025406
115934,-7.5993829,-43.026546
340854,-7.60109,-43.026634
366833,-7.6009417,-43.028606
453540,-7.2940798,-41.085529
451502,-7.4247723,-41.268829
404957,-7.4466953,-41.220734
366834,-7.3401184,-41.232021
455554,-7.36233,-41.069225
464973,-7.3928185,-41.183567
73636,-7.3590641,-41.143269
89853,-7.3590641,-41.143269
51531,-7.3698535,-41.144505
228844,-7.540174,-41.251919
100394,-7.3590641,-41.143269
457416,-7.3871984,-41.211861
463083,-7.3524232,-41.301708
407618,-7.4236069,-41.22456
29705,-7.3698535,-41.144505
10640,-7.3595171,-41.139023
24841,-7.3595171,-41.139023
363919,-7.374999,-41.251942
477795,-7.4781599,-41.318802
394431,-7.2483335,-41.187275
410058,-7.5449915,-41.290836
35008,-7.3698535,-41.144505
10641,-7.0901995,-43.50985
24842,-7.0888348,-43.505898
175661,-7.0888467,-43.505901
180436,-7.0917926,-43.736866
131437,-7.2462258,-43.644897
57079,-6.8339305,-43.487492
121167,-3.5924017,-42.000656
170895,-3.4866583,-42.112457
294211,-3.6529751,-41.985546
325254,-3.5444283,-42.007847
175662,-3.4762299,-42.176395
100395,-3.4958167,-42.070358
24843,-3.5072501,-42.193562
131438,-3.6106799,-41.973076
146494,-3.5107396,-42.192875
315260,-3.5315065,-41.921551
290599,-3.5154479,-42.170815
62509,-3.5081441,-42.193108
10642,-3.5078056,-42.19326
110652,-3.6168239,-42.069031
297761,-3.3743317,-42.107201
308391,-3.6693766,-42.095627
318539,-3.4895883,-42.200775
165969,-3.5633059,-42.092808
189653,-6.7236733,-41.337116
151347,-6.6370168,-41.433323
141523,-6.6370168,-41.433323
100396,-6.8413248,-41.343822
202866,-6.7298598,-41.372681
194185,-6.6699901,-41.352509
110653,-6.814477,-41.346901
211782,-6.7258701,-41.448559
79190,-7.2667079,-43.931442
68165,-7.2607903,-43.930672
35009,-7.2653618,-43.932594
100398,-7.388341,-44.003971
95153,-7.4044323,-44.019699
57081,-7.2607799,-43.93066
84555,-7.2659135,-43.931351
89854,-7.1985974,-43.831402
10644,-7.2659135,-43.931351
325255,-10.949602,-68.523674
146495,-11.023898,-68.745514
361166,-11.023317,-68.750053
399689,-10.961812,-68.594872
402272,-11.020873,-68.488274
185001,-11.03133,-68.749237
434241,-10.820028,-68.527367
126384,-11.023898,-68.745514
57082,-11.028537,-68.737434
431942,-10.734934,-68.655746
249461,-11.028818,-68.737465
328458,-11.030519,-68.665817
331660,-10.997769,-68.642296
308392,-11.03055,-68.738556
237375,-11.029985,-68.740646
304792,-11.023842,-68.741135
417642,-11.032701,-68.750282
321908,-11.061478,-68.540344
220638,-11.030478,-68.73484
425019,-3.1132884,-41.298416
268721,-2.9425066,-41.525616
369728,-2.93329,-41.547066
294213,-2.8863108,-41.664082
358248,-2.8875463,-41.658287
415096,-3.1165166,-41.378746
397100,-2.9862101,-41.597878
304793,-2.8995218,-41.662495
378168,-3.0249267,-41.617542
194186,-3.0804422,-41.447468
245400,-3.0574141,-41.3106
321909,-3.2321849,-41.439751
68166,-2.8828747,-41.66301
315262,-3.1300642,-41.376438
420122,-3.2896276,-41.41853
89855,-2.890554,-41.66732
264985,-3.3117816,-41.43272
272537,-2.9833331,-41.65778
311816,-3.1620293,-41.454269
404959,-2.8898771,-41.65242
380812,-3.07358,-41.378262
340856,-2.9108691,-41.461464
375420,-2.9621933,-41.618977
443065,-3.1818416,-41.347446
136611,-2.8842914,-41.663071
220639,-3.0804422,-41.447468
20480,-2.8764498,-41.661396
280028,-3.037365,-41.565979
276246,-2.9664049,-41.59116
10645,-2.8764498,-41.661396
394432,-2.9780617,-41.590809
438811,-2.9620416,-41.489761
407620,-3.3250732,-41.419922
352549,-3.2339251,-41.383396
391794,-2.999047,-41.572685
287108,-3.0088568,-41.480145
24844,-2.8828747,-41.660435
29706,-2.8828747,-41.660435
57083,-2.8810568,-41.664448
207380,-3.0804422,-41.447468
253599,-3.2403417,-41.394741
349591,-3.1165907,-41.488758
233180,-3.2896276,-41.41853
110655,-2.8810568,-41.664448
346640,-2.9609599,-41.560364
185002,-3.2006199,-41.393383
451503,-2.8761292,-41.649441
372568,-3.0503299,-41.489452
40447,-2.8828747,-41.660435
455555,-2.9056973,-41.570721
283670,-3.0118692,-41.502975
440928,-3.2338607,-41.38319
40448,-7.1242709,-43.893753
35011,-7.12111,-43.893047
57084,-7.1203318,-43.889927
73638,-6.9847679,-43.985149
10647,-7.1220293,-43.893555
391795,-10.084622,-67.053276
394433,-10.074127,-67.058228
369729,-10.007221,-67.038734
519635,-9.8298712,-66.972824
